Event,Gender,Age,Age at Performance,Time,TIME_SEC,FNAME,LNAME,Country,DOB,RACE_NAME,RACE_LOC,RACE_DATE,COURSE_CERT_SOURCE,Comments,,,,,
8 km,F,79,79y24d,44:54,2694,Sandra,Folzer,USA,5/10/39,Moorestown Rotary 8k,"Moorestown, NJ",6/3/18,NJ12001WB,,,,,,
8 km,F,80,80y298d,43:49,2629,Betty Jean,McHugh,CAN,11/7/27,,Richmond BC CAN,8/31/08,,,,,,,
8 km,F,81,81y248d,42:34,2554,Libby,James,USA,7/12/36,USATF Masters 8K Championships,"Virginia Beach, VA",03/17/2018,pending F80-84 AR (net),,,,,,
8 km,F,82,82y121d,48:46,2926,Betty Jean,McHugh,CAN,11/7/27,,Vancouver BC CAN,3/7/10,,,,,,,
8 km,F,83,83y138d,50:55,3055,Lenore,Montgomery ,CAN,5/28/30,,Victoria BC CAN,10/13/13,,,,,,,
8 km,F,84,84y173d,57:11,2554,Lois Ann,Gilmore,USA,10/11/30,Shamrock Shuffle 8K,"Chicago, IL",4/2/15,IL14002JW,,,,,,
8 km,F,85,85y136d,55:25,3325,Lenore,Montgomery ,CAN,5/28/30,,Victoria BC CAN,10/11/15,,,,,,,
8 km,F,86,86y213d,1:20:51,4851,Ruth,Rothfarb,USA,6/18/01,Jungle Jog 8K,"Miami, FL",1/17/88,RRIC & Andy Carr,,,,,,
8 km,F,87,87y281d,1:08:50,4130,Ethel,Furne,USA,6/8/09,St. Patrick's Day 8K,"Saint Paul, MN",3/16/97,RRIC & Andy Carr,,,,,,
8 km,F,88,88y301d,1:20:49,4849,Ethel,Furne,USA,6/8/09,Fools Five,"Lewiston, MN",4/5/98,RRIC & Andy Carr,,,,,,
8 km,F,89,89y25d,1:09:12,4152,Harriette,Thompson,USA,3/27/23,Elizabeth Festival 8K,"Charlotte, NC",4/21/12,NC10035PH,,,,,,
8 km,F,91,91y359d,1:15:29,4529,Harriette,Thompson,USA,3/27/23,Elizabeth Festival 8K,"Charlotte, NC",3/21/15,NC10035PH,,,,,,
10 km,F,6,6y272d,48:02,2882,Ava,Johnson ,USA,8/22/10,,Washington DC USA,5/21/17,,,,,,,
10 km,F,7,7y318d,46:08,2768,Makenzie,Kolvoord ,USA,11/21/06,,Minster OH USA,10/5/14,,,,,,,
10 km,F,8,8y202d,45:41,2741,Reagan,Jones ,USA,6/29/06,,Ocean Springs MS USA,1/17/15,,,,,,,
10 km,F,9,9y110d,37:37,2257,Carrie,Garritson ,USA,11/11/76,,Phoenix AZ USA,3/1/86,,,,,,,
10 km,F,10,10y75d,36:03,2163,Carrie,Garritson ,USA,11/11/76,,Redondo Beach CA USA,1/25/87,,,,,,,
10 km,F,11,11y311d,36:29,2189,Delia,Sclabas ,SUI,11/8/00,,Burgdorf SUI,9/15/12,,,,,,,
10 km,F,12,12y78d,34:28,2068,Carrie,Garritson ,USA,11/11/76,,Paramount CA USA,1/28/89,,,,,,,
10 km,F,13,13y337d,35:44,2144,Delia,Sclabas ,SUI,11/8/00,,Beinwil am See SUI,10/11/14,,,,,,,
10 km,F,14,14y162d,33:16,1996,Ji-ang,Qinghua ,CHN,5/1/85,,Beijing CHN,10/10/99,,,,,,,
10 km,F,15,15y353d,33:19,1999,Irvette,vanZyl ,RSA,7/5/87,,Durban RSA,6/22/03,,,,,,,
10 km,F,16,16y319d,32:42,1962,Karoline-Bjerkeli,Grovdal ,NOR,6/14/90,,Oslo NOR,4/29/07,,,,,,,
10 km,F,17,17y351d,31:32,1892,Winnie,Chepkemoi ,KEN,10/9/93,,Utrecht NED,9/25/11,,,,,,,
10 km,F,18,18y323d,31:29,1889,Karoline-Bjerkeli,Grovdal ,NOR,6/14/90,,Oslo NOR,5/3/09,,,,,,,
10 km,F,19,19y309d,31:07,1867,Belaynesh,Olijira Jemama,ETH,6/26/90,,Marseille FRA,5/1/10,,,,,,,
10 km,F,20,20y305d,30:41,1841,Gladys,Cheshire Kiptagelai,KEN,12/10/94,,Berlin GER,10/11/15,,,,,,,
10 km,F,21,21y343d,30:55,1855,Peres,Chepchirchir ,KEN,9/27/93,,Prague CZE,9/5/15,,,,,,,
10 km,F,22,22y173d,30:06,1806,Fancy,Chemutai ,KEN,3/20/95,,Prague CZE,9/9/17,,,,,,,
10 km,F,23,23y275d,29:43,1783,Joyciline,Jepkosgei ,KEN,12/8/93,,Prague CZE,9/9/17,,,,,,,
10 km,F,24,24y291d,30:39,1839,Liz,McColgan ,SCO,5/24/64,,Orlando FL USA,3/11/89,,,,,,,
10 km,F,25,25y322d,30:24,1824,Viola,Jepchumba ,KEN,10/23/90,,Prague CZE,9/10/16,,,,,,,
10 km,F,26,26y321d,30:25,1825,Viola,Jepchumba ,KEN,10/23/90,,Prague CZE,9/9/17,,,,,,,
10 km,F,27,27y174d,30:47,1847,Paula,Radcliffe ,ENG,12/17/73,,New York NY USA,6/9/01,,,,,,,
10 km,F,28,28y92d,30:30,1830,Tirunesh,Dibaba ,ETH,6/1/85,,Tilburg NED,9/1/13,,,,,,,
10 km,F,29,29y68d,30:21,1821,Paula,Radcliffe ,ENG,12/17/73,,San Juan PUR,2/23/03,,,,,,,
10 km,F,30,30y74d,30:45,1845,Paula,Radcliffe ,ENG,12/17/73,,San Juan PUR,2/29/04,,,,,,,
10 km,F,31,31y301d,30:50,1850,Lornah,Kiplagat ,NED,5/1/74,,San Juan PUR,2/26/06,,,,,,,
10 km,F,32,32y11d,30:56,1856,Gladys,Cherono ,KEN,5/12/83,,Ottawa ON CAN,5/23/15,,,,,,,
10 km,F,33,33y19d,30:59,1859,Ingrid,Kristiansen ,NOR,3/21/56,,Boston MA USA,4/9/89,,,,,,,
10 km,F,34,34y353d,30:52,1852,Shalane,Flanagan ,USA,7/8/81,,Boston MA USA,6/26/16,,,,,,,
10 km,F,35,35y4d,31:13,1873,Elana,Meyer ,RSA,10/10/66,,Budapest HUN,10/14/01,,,,,,,
10 km,F,36,36y21d,30:57,1857,Irina,Mikitenko ,GER,8/23/72,,Karlsruhe GER,9/13/08,,,,,,,
10 km,F,37,37y133d,31:45,1905,Helen,Clitheroe ,ENG,1/2/74,,Manchester ENG,5/15/11,,,,,,,
10 km,F,38,38y153d,31:37,1897,Edith,Masai ,KEN,4/4/67,,Tilburg NED,9/4/05,,,,,,,
10 km,F,39,39y227d,31:44,1904,Irina,Mikitenko ,GER,8/23/72,,Paderborn GER,4/7/12,,,,,,,
10 km,F,40,40y268d,32:23,1943,Christelle,Daunay ,FRA,12/5/74,,Arras FRA,8/30/15,,,,,,,
10 km,F,41,41y168d,32:23,1943,Christelle,Daunay ,FRA,12/5/74,,Manchester ENG,5/22/16,,,,,,,
10 km,F,42,42y36d,32:28,1948,Veerle,Dejaeghere ,BEL,8/1/73,,Tilburg NED,9/6/15,,,,,,,
10 km,F,43,43y38d,32:41,1961,Tatyana,Pozdniakova ,UKR,3/4/55,Crescent City Classic,"New Orleans, LA",4/11/98,RRIC,,,,,,
10 km,F,44,44y334d,33:08,1988,Priscilla,Welch ,USA,11/22/44,,Baltimore MD USA,10/22/89,,,,,,,
10 km,F,45,45y189d,33:29,2009,Stephanie,Herbst-Lucke,USA,12/27/65,Peachtree Road Race,"Atlanta, GA",7/4/11,GA08010WC,,,,,,
10 km,F,46,46y66d,34:01,2041,Firaya,Sultanova-Zhadanova,USA,4/29/61,Peachtree Road Race,"Atlanta, GA",7/4/07,GA00012WC,,,,,,
10 km,F,47,47y19d,33:28,2008,Tatyana,Pozdniakova ,UKR,3/4/55,Azalea Trail Run,Mobile AL USA,3/23/02,,,,,,,
10 km,F,48,48y115d,34:01,2041,Evy,Palm ,SWE,1/31/42,,Goteborg SWE,5/26/90,,,,,,,
10 km,F,49,49y142d,33:39,2019,Linda,Somers ,USA,5/7/61,Heritage Oaks Bank 10K,Paso Robles CA USA,9/26/10,,,,,,,
10 km,F,50,50y141d,34:14,2054,Linda,Somers ,USA,5/7/61,Heritage Oaks Bank 10K,Paso Robles CA USA,9/25/11,,,,,,,
10 km,F,51,51y21d,34:44,2084,Tatyana,Pozdniakova ,UKR,3/4/55,Azalea Trail Run,Mobile AL USA,3/25/06,,,,,,,
10 km,F,52,52y62d,35:43,2143,Nicole,Leveque ,FRA,1/27/51,,Laval FRA,3/30/03,,,,,,,
10 km,F,53,53y352d,35:41,2141,Fiona,Matheson ,SCO,4/25/61,,Grangemouth SCO,4/12/15,,,,,,,
10 km,F,54,54y292d,36:03,2163,Silke,Schmidt ,GER,8/7/59,,The Hague NED,5/25/14,,,,,,,
10 km,F,55,55y160d,36:16,2176,Fiona,Matheson ,SCO,4/25/61,,Glasgow SCO,10/2/16,,,,,,,
10 km,F,56,56y51d,36:18,2178,Silke,Schmidt ,GER,8/7/59,,Utrecht NED,9/27/15,,,,,,,
10 km,F,57,57y103d,37:22,2242,Houria,Frechou ,FRA,1/19/60,,Balma FRA,5/1/17,,,,,,,
10 km,F,58,58y224d,38:09,2289,Daphne,Ellmore ,ENG,5/22/50,,Cleethorpes ENG,1/1/09,,,,,,,
10 km,F,59,59y16d,38:37,2317,Daphne,Ellmore ,ENG,5/22/50,,Woodhall Spa ENG,6/7/09,,,,,,,
10 km,F,60,60y15d,39:10,2350,Daphne,Ellmore ,ENG,5/22/50,,Woodhill Spa ENG,6/6/10,,,,,,,
10 km,F,61,61y337d,39:49,2389,Nicole,Leveque ,FRA,1/27/51,,Chateau Gontier FRA,12/30/12,,,,,,,
10 km,F,62,62y163d,38:56,2336,Lidia,Zentner ,GER,3/27/53,,Bad Liebenzell GER,9/6/15,,,,,,,
10 km,F,63,63y47d,40:59,2459,Kathryn,Martin ,USA,9/30/51,.US National 12K (10K split),Alexandria VA USA,11/16/14,,,,,,,
10 km,F,64,64y14d,38:57,2337,Angela,Copson ,ENG,4/20/47,,Silverstone ENG,5/4/11,,,,,,,
10 km,F,65,65y27d,41:59,2519,Emmi,Luthi ,SUI,3/1/44,,Payerne SUI,3/28/09,,,,,,,
10 km,F,65,65y184d,41:57,2517,Kathryn,Martin ,USA,9/30/51,Aspire 10K,"Plainview, NY",4/1/17,NY12008JG,,,,,,
10 km,F,66,66y1d,42:18,2538,Kathryn,Martin ,USA,9/30/51,Grete's Great Gallop 10K,New York NY USA,10/1/17,,I gave her net time,,,,,
10 km,F,67,67y14d,42:21,2541,Angela,Copson ,ENG,4/20/47,,King's Lynn ENG,5/4/14,,,,,,,
10 km,F,68,68y20d,40:30,2430,Angela,Copson ,ENG,4/20/47,,Manchester ENG,5/10/15,,,,,,,
10 km,F,69,69y59d,43:05,2585,Angela,Copson ,ENG,4/20/47,,Worcester ENG,6/18/16,,,,,,,
10 km,F,70,70y39d,45:11,2711,Angela,Copson ,ENG,4/20/47,,London ENG,5/29/17,,,,,,,
10 km,F,71,71y29d,44:09,2649,Lavinia,Petrie ,AUS,9/13/43,,Melbourne AUS,10/12/14,,,,,,,
10 km,F,72,72y213d,47:07,2827,Rimma,Vasina ,RUS,10/23/40,,Upice CZE,5/24/13,,,,,,,
10 km,F,73,73y187d,48:07,2887,Louise,Gilchrist ,ENG,3/7/33,,Partington ENG,9/10/06,,,,,,,
10 km,F,74,74y46d,49:08,2948,Louise,Gilchrist ,ENG,3/7/33,,Bolton ENG,4/22/07,,,,,,,
10 km,F,75,75y184d,49:31,2971,Louise,Gilchrist ,ENG,3/7/33,,Partington ENG,9/7/08,,,,,,,
10 km,F,76,76y58d,50:02,3002,Louise,Gilchrist ,ENG,3/7/33,,Rothwell ENG,5/4/09,,,,,,,
10 km,F,77,77y17d,51:23,3083,Melitta,Czerwenka ,GER,4/30/30,,Regensburg GER,5/17/07,,,,,,,
10 km,F,78,78y317d,53:38,3218,Libby,James,USA,7/12/36,Bolder Boulder,"Boulder, CO ",5/25/15,CO11021DCR,,,,,,
10 km,F,79,79y33d,54:54,3294,Odette,Maisongrosse ,FRA,2/4/36,,Blagnac FRA,3/8/15,,,,,,,
10 km,F,80,80y339d,55:05,3305,Denise,Leclerc ,FRA,10/10/33,,Macon FRA,9/14/14,,,,,,,
10 km,F,81,81y238d,54:17,3257,Deidre,Larkin ,RSA,9/24/31,,Durban RSA,5/19/13,,,,,,,
10 km,F,82,82y53d,53:16,3196,Libby,James,USA,7/12/36,Fortitude 10K,"Fort Collins, CO",9/3/18,Andy Carr,,,,,,
10 km,F,83,83y12d,1:01:03,3663,Lenore,Montgomery ,CAN,5/28/30,,White Rock BC CAN,6/9/13,,,,,,,
10 km,F,84,84y51d,1:01:31,3691,Deidre,Larkin ,RSA,9/24/31,,Pretoria RSA,11/14/15,,,,,,,
10 km,F,85,85y127d,59:51,3591,Deidre,Larkin ,RSA,9/24/31,,Benoni RSA,1/29/17,,,,,,,
10 km,F,86,86y337d,1:14:13,4453,Lenore,Montgomery ,CAN,5/28/30,,Victoria BC CAN,4/30/17,,,,,,,
10 km,F,87,87y289d,1:15:30,4530,Hedy,Marque,USA,5/27/17,St. Patrick's Day 10k,"Washington, DC",3/12/05,DC00002JS,,,,,,
10 km,F,88,88y111d,1:18:29,4709,Ruth,Rothfarb,USA,6/18/01,Tufts Health Plan 10K for Women,"Boston, MA",10/7/89,RRIC & Andy Carr,,,,,,
10 km,F,89,89y18d,1:24:52,5092,Harriette,Thompson,USA,3/27/23,Charlotte Racefest 10K,"Charlotte, NC",4/14/12,NC16002DW,certified the next year,,,,,
10 km,F,90,,2:20:31,8431,Tush,Metcalf,USA,,Ukrops Monument Ave 10K,"Richmond, VA ",4/1/12,VA04002RT,,,,,,
10 km,F,92,92y15d,1:24:52,5092,Harriette,Thompson,USA,3/27/23,Charlotte Racefest 10K,"Charlotte, NC",4/11/15,NC16002DW,,,,,,
12 km,F,7,7y309d,1:02:21,3741,Elizabeth-Ann,Westrip,USA,1/28/09,,Aberdeen NC USA,12/3/16,,,,,,,
12 km,F,13,13y222d,51:26,3086,Morgan,Lucason,USA,11/1/02,,Canastota NY USA,6/11/16,,,,,,,
12 km,F,15,15y356d,41:22,2482,Lydia,Cheromei Kogo,KEN,5/11/77,Lilac Bloomsday Run 12K,Spokane WA USA,5/2/93,,,,,,,
12 km,F,17,17y358d,39:35,2375,Gladys,Ondeyo,KEN,5/10/75,Lilac Bloomsday Run 12K,Spokane WA USA,5/2/93,,,,,,,
12 km,F,18,18y143d,39:37,2377,Esther,Chemutai,KEN,11/2/93,,Zandvoort NED,3/25/12,,,,,,,
12 km,F,19,19y53d,39:53,2393,Rita,Cheptoo Sitienei,KEN,2/15/81,,Voghera ITA,4/9/00,,,,,,,
12 km,F,20,20y301d,39:34,2374,Leah,Cherotich,KEN,12/30/87,,Santiago de Compostela ESP,10/26/08,,,,,,,
12 km,F,21,21y70d,38:37,2317,Lineth,Chepkurui,KEN,2/23/88,Lilac Bloomsday Run 12K,Spokane WA USA,5/3/09,,,,,,,
12 km,F,22,22y69d,38:10,2290,Lineth,Chepkurui,KEN,2/23/88,Lilac Bloomsday Run 12K,Spokane WA USA,5/2/10,,,,,,,
12 km,F,23,23y35d,38:21,2301,Emily,Sisson,USA,10/12/91,.US National 12K,Alexandria VA USA,11/16/14,,,,,,,
12 km,F,24,24y73d,38:50,2330,Emily,Muge Chebet,KEN,2/18/86,Lilac Bloomsday Run 12K,Spokane WA USA,5/2/10,,,,,,,
12 km,F,25,25y167d,39:15,2355,Gladys,Cherono,KEN,5/12/83,,Santiago de Compostela ESP,10/26/08,,,,,,,
12 km,F,26,26y134d,38:03,2283,Cynthia,Cherotich Limo,KEN,12/18/89,Lilac Bloomsday Run 12K,Spokane WA USA,5/1/16,,,,,,,
12 km,F,27,27y234d,38:52,2332,Edna,Kiplagat Ngeringwony,KEN,9/15/79,Lilac Bloomsday Run 12K,Spokane WA USA,5/6/07,,,,,,,
12 km,F,28,28y203d,38:26,2306,Mamitu,Daska Molisa,ETH,10/16/83,Lilac Bloomsday Run 12K,Spokane WA USA,5/6/12,,,,,,,
12 km,F,29,29y78d,37:50,2270,Molly,Huddle,USA,8/31/84,.US National 12K,Alexandria VA USA,11/17/13,,,,,,,
12 km,F,30,30y77d,38:08,2288,Molly,Huddle,USA,8/31/84,.US National 12K,Alexandria VA USA,11/16/14,,,,,,,
12 km,F,31,31y76d,38:36,2316,Molly,Huddle,USA,8/31/84,.US National 12K,Alexandria VA USA,11/15/15,,,,,,,
12 km,F,32,32y132d,37:58,2278,Shalane,Flanagan,USA,7/8/81,.US National 12K,Alexandria VA USA,11/17/13,,,,,,,
12 km,F,33,33y283d,39:05,2345,Alisha,Williams,USA,2/5/82,.US National 12K,Alexandria VA USA,11/15/15,,,,,,,
12 km,F,34,34y208d,39:23,2363,Elana,Meyer,RSA,10/10/66,Lilac Bloomsday Run 12K,Spokane WA USA,5/6/01,,,,,,,
12 km,F,35,35y19d,39:17,2357,Brianne,Nelson,USA,10/27/80,.US National 12K,Alexandria VA USA,11/15/15,,,,,,,
12 km,F,36,36y262d,40:01,2401,Dulce-Maria,Rodriguez delaCruz,MEX,8/14/72,Lilac Bloomsday Run 12K,Spokane WA USA,5/3/09,,,,,,,
12 km,F,37,37y365d,39:58,2398,Kerryn,McCann,AUS,5/2/67,Lilac Bloomsday Run 12K,Spokane WA USA,5/1/05,,,,,,,
12 km,F,38,38y19d,38:53,2333,Colleen,De Reuck,USA,4/16/64,Lilac Bloomsday Run 12K,Spokane WA USA,5/5/02,,,,,,,
12 km,F,39,39y18d,40:22,2422,Colleen,De Reuck,USA,4/16/64,Lilac Bloomsday Run 12K,Spokane WA USA,5/4/03,,,,,,,
12 km,F,40,40y138d,40:31,2431,Jennifer,Rhines,USA,7/1/74,.US National 12K,Alexandria VA USA,11/16/14,,,,,,,
12 km,F,41,41y137d,40:04,2404,Jennifer,Rhines,USA,7/1/74,.US National 12K,Alexandria VA USA,11/15/15,,,,,,,
12 km,F,42,42y5d,40:49,2449,Firiya,Sultanova,RUS,4/29/61,Lilac Bloomsday Run 12K,Spokane WA USA,5/4/03,,,,,,,
12 km,F,43,43y3d,41:28,2488,Firiya,Sultanova,RUS,4/29/61,Lilac Bloomsday Run 12K,Spokane WA USA,5/2/04,,,,,,,
12 km,F,44,44y202d,42:04,2524,Perry,Shoemaker,USA,4/27/71,.US National 12K,Alexandria VA USA,11/15/15,,,,,,,
12 km,F,45,45y64d,43:18,2598,Tatyana,Pozdniakova,UKR,3/4/55,Lilac Bloomsday Run 12K,Spokane WA USA,5/7/00,,,,,,,
12 km,F,46,46y164d,42:56,2576,Priscilla,Welch,USA,11/22/44,Lilac Bloomsday Run 12K,Spokane WA USA,5/5/91,,,,,,,
12 km,F,47,47y162d,42:58,2578,Priscilla,Welch,USA,11/22/44,Lilac Bloomsday Run 12K,Spokane WA USA,5/3/92,,,,,,,
12 km,F,48,48y77d,46:13,2773,Marilyn,Arsenault,USA,2/14/68,Lilac Bloomsday Run 12K,Spokane WA USA,5/1/16,WA06009BL,,,,,,
12 km,F,49,49y59d,45:52,2752,Tatyana,Pozdniakova,UKR,3/4/55,Lilac Bloomsday Run 12K,Spokane WA USA,5/2/04,,,,,,,
12 km,F,50,50y171d,45:55,2755,Daniela,Gassmann,SUI,7/23/64,,Dietikon SUI,1/10/15,,,,,,,
12 km,F,51,51y111d,47:05,2825,Sylvie,Thevenet,FRA,8/29/60,,La Creche FRA,12/18/11,,,,,,,
12 km,F,52,52y176d,44:56,2696,Shirley,Matson,USA,11/7/40,Lilac Bloomsday Run 12K,Spokane WA USA,5/2/93,,,,,,,
12 km,F,53,53y187d,47:38,2858,Houria,Frechou,FRA,1/19/60,,Bayonne FRA,7/24/13,,,,,,,
12 km,F,54,54y341d,48:33,2913,Joan,Ottaway,USA,3/16/44,,Orlando FL USA,2/20/99,,,,,,,
12 km,F,55,55y124d,48:22,2902,Christine,Kennedy,USA,12/29/54,Lilac Bloomsday Run 12K,Spokane WA USA,5/2/10,,,,,,,
12 km,F,56,56y227d,49:04,2944,Carmen,Ayala-Troncoso,USA,4/2/59,.US National 12K,Alexandria VA USA,11/15/15,,,,,,,
12 km,F,57,57y184d,46:27,2787,Joan,Samuelson,USA,5/16/57,.US National 12K,Alexandria VA USA,11/16/14,,,,,,,
12 km,F,58,58y130d,49:39,2979,Rosalia,Zanoner,ITA,12/3/51,,Bolzano ITA,4/11/10,,,,,,,
12 km,F,59,59y111d,51:43,3103,Shirley,Matson,USA,11/7/40,,Orlando FL USA,2/26/00,,,,,,,
12 km,F,60,60y274d,50:49,3049,Barbara,Miller,USA,8/7/39,Lilac Bloomsday Run 12K,Spokane WA USA,5/7/00,WA97006MR,,,,,,
12 km,F,61,61y58d,51:18,3078,Stefica,Gajic,SUI,11/12/48,,Dietikon SUI,1/9/10,,,,,,,
12 km,F,62,62y48d,48:59,2939,Kathryn,Martin,USA,9/30/51,.US National 12K,Alexandria VA USA,11/17/13,,,,,,,
12 km,F,63,63y47d,48:54,2934,Kathryn,Martin,USA,9/30/51,.US National 12K,Alexandria VA USA,11/16/14,,,,,,,
12 km,F,64,64y46d,49:25,2965,Kathryn,Martin,USA,9/30/51,.US National 12K,Alexandria VA USA,11/15/15,,,,,,,
12 km,F,65,65y34d,51:27,3087,Emmi,Luthi,SUI,3/1/44,,Kehrsatz SUI,4/4/09,,,,,,,
12 km,F,66,66y68d,52:29,3149,Emmi,Luthi,SUI,3/1/44,,Kehrsatz SUI,5/8/10,,,,,,,
12 km,F,67,67y25d,57:49,3469,Jo-Anne,Rowland,USA,4/1/48,Capital City Classic 12K,Sacramento CA USA,4/26/15,,,,,,,
12 km,F,68,69y18d,1:02:04,3724,Judy,Fisher,USA,11/30/42,12Ks of Christmas,"Kirkland, WA",12/18/11,WA08060MW,,,,,,
12 km,F,69,69y244d,1:01:08,3668,Algene,Williams,USA,2/5/16,Oktoberfast,"Itasca, IL",10/6/85,Andy Carr,,,,,,
12 km,F,70,70y125d,58:22,3502,June,Machala,USA,1/1/31,Lilac Bloomsday Run 12K,Spokane WA USA,5/6/01,,,,,,,
12 km,F,71,71y193d,1:01:44,3704,Sylvia ,Quinn,USA,10/23/36,Lilac Bloomsday Run 12K,Spokane WA USA,5/4/08,WA06009BL,,,,,,
12 km,F,72,72y123d,59:44,3584,June,Machala,USA,1/1/31,Lilac Bloomsday Run 12K,Spokane WA USA,5/4/03,WA97006MR,,,,,,
12 km,F,73,73y121d,1:02:06,3726,June,Machala,USA,1/1/31,Lilac Bloomsday Run 12K,Spokane WA USA,5/2/04,WA97006MR,,,,,,
12 km,F,74,74y120d,1:03:20,3800,June,Machala,USA,1/1/31,Lilac Bloomsday Run 12K,Spokane WA USA,5/1/05,WA97006MR,,,,,,
12 km,F,75,75y126d,1:01:52,3712,June,Machala,USA,1/1/31,Lilac Bloomsday Run 12K,Spokane WA USA,5/7/06,WA97006MR,,,,,,
12 km,F,76,76y10d,1:05:01,3901,Heide,Moebius,USA,11/10/38,.US National 12K,Alexandria VA USA,11/20/14,,,,,,,
12 km,F,77,77y296d,1:01:11,3671,Libby,James,USA,7/12/36,Lilac Bloomsday Run 12K,Spokane WA USA,5/4/14,F75-79 AR,,,,,,
15 km,F,7,7y300d,1:22:35,4955,Elizabeth-Ann,Westrip ,USA,1/28/09,Turkey Trot 15K ,Tallahasse FL USA,11/24/16,,,,,,,
15 km,F,8,8y181d,1:15:52,4552,Reagan,Jones ,USA,6/29/06,,Wool Market MS USA,12/27/14,,,,,,,
15 km,F,9,9y180d,1:17:44,4664,Reagan,Jones ,USA,6/29/06,,Wool Market MS USA,12/26/15,,,,,,,
15 km,F,10,10y275d,1:12:19,4339,Alexandra,Trigg ,USA,6/11/05,Gates River Run 15k ,Jacksonville FL USA,3/12/16,,,,,,,
15 km,F,12,12y084d,1:05:00,3900,Madison,Denny ,USA,10/18/03,,San Francisco CA USA,1/10/16,,,,,,,
15 km,F,13,13y036d,1:01:00,3660,Vickie,Cook ,USA,5/29/64,,Santa Barbara CA USA,7/4/77,,,,,,,
15 km,F,14,14y345d,55:31,3331,Karlene,Herrell ,USA,7/6/65,,Omaha NE USA,6/15/80,,,,,,,
15 km,F,15,15y135d,51:06,3066,Irvette,vanZyl ,RSA,7/5/87,,Nijmegen NED,11/17/02,,,,,,,
15 km,F,16,16y341d,51:39,3099,Tausi,Juma Ngaa,TAN,6/1/83,,Breda NED,5/7/00,,,,,,,
15 km,F,17,17y217d,49:14,2954,Winnie,Chepkemoi ,KEN,10/9/93,,Massamagrell ESP,5/14/11,,,,,,,
15 km,F,18,18y049d,49:46,2986,Muliye,Dekebo Haylemariyam,ETH,3/13/98,,Le Puy-en-Velay FRA,5/1/16,,,,,,,
15 km,F,19,19y308d,48:33,2913,Mekasha,Waganesh Amare,ETH,1/16/92,,Nijmegen NED,11/20/11,,,,,,,
15 km,F,20,20y063d,49:06,2946,Mestawat,Tufa Demissie,ETH,9/14/83,,Nijmegen NED,11/16/03,,,,,,,
15 km,F,21,21y107d,48:15,2895,Gladys,Cheshire Kiptagelai,KEN,12/10/94,,Cardiff WAL,3/26/16,,,,,,,
15 km,F,22,22y181d,48:14,2894,Peres,Chepchirchir ,KEN,9/27/93,,Cardiff WAL,3/26/16,,,,,,,
15 km,F,23,23y066d,47:22,2842,Mestawat,Tufa Demissie,ETH,9/14/83,,Nijmegen NED,11/19/06,,,,,,,
15 km,F,24,24y167d,46:28,2788,Tirunesh,Dibaba ,ETH,6/1/85,,Nijmegen NED,11/15/09,,,,,,,
15 km,F,25,25y063d,46:57,2817,Mestawat,Tufa Demissie,ETH,9/14/83,,Nijmegen NED,11/16/08,,,,,,,
15 km,F,26,26y290d,47:48,2868,Bizunesh,Bekele Sertsu,ETH,1/29/83,,Nijmegen NED,11/15/09,,,,,,,
15 km,F,27,27y194d,47:02,2822,Lydia,Cheromei Kogo,KEN,5/11/77,,Nijmegen NED,11/21/04,,,,,,,
15 km,F,28,28y271d,47:32,2852,Emily,Muge Chebet,KEN,2/18/86,,Nijmegen NED,11/16/14,,,,,,,
15 km,F,29,29y122d,48:00,2880,Rose,Cheruiyot Kosgei,KEN,7/21/76,,Nijmegen NED,11/20/05,,,,,,,
15 km,F,30,30y145d,46:59,2819,Priscilla,Cheptoo ,KEN,6/24/84,,Nijmegen NED,11/16/14,,,,,,,
15 km,F,31,31y245d,47:17,2837,Ingrid,Kristiansen ,NOR,3/21/56,,Monte Carlo MON,11/21/87,,,,,,,
15 km,F,32,32y250d,47:00,2820,Shalane,Flanagan ,USA,7/8/81,Gates River Run 15k ,Jacksonville FL USA,3/15/14,,,,,,,
15 km,F,33,33y201d,47:37,2857,Lornah,Kiplagat ,NED,5/1/74,,Nijmegen NED,11/18/07,,,,,,,
15 km,F,34,34y024d,47:20,2840,Deena,Kastor ,USA,2/14/73,Gates River Run 15k ,Jacksonville FL USA,3/10/07,,,,,,,
15 km,F,35,35y205d,49:24,2964,Janet,Bawcom ,USA,8/22/78,Gates River Run 15k ,Jacksonville FL USA,3/15/14,,,,,,,
15 km,F,36,36y254d,49:31,2971,Jennifer,Rhines ,USA,7/1/74,Gates River Run 15k ,Jacksonville FL USA,3/12/11,,,,,,,
15 km,F,37,37y080d,48:54,2934,Edna,Kiplagat Ngeringwony,KEN,9/15/79,,s'Heerenberg NED,12/4/16,,,,,,,
15 km,F,38,38y106d,48:43,2923,Francie,Larrieu ,USA,11/23/52,Gates River Run 15k ,Jacksonville FL USA,3/9/91,,,,,,,
15 km,F,39,39y229d,49:02,2942,Edith,Masai ,KEN,4/4/67,,Nijmegen NED,11/19/06,,,,,,,
15 km,F,40,40y107d,49:35,2975,Priscilla,Welch ,USA,11/22/44,Gates River Run 15k ,Jacksonville FL USA,3/9/85,,,,,,,
15 km,F,41,41y078d,50:25,3025,Priscilla,Welch ,USA,11/22/44,Gasparilla Distance Classic 15K,Tampa FL USA,2/8/86,,,,,,,
