Event,Gender,Age,Age at Performance,Time,TIME_SEC,FNAME,LNAME,Country,DOB,RACE_NAME,RACE_LOC,RACE_DATE,COURSE_CERT_SOURCE,COMMENTS,,,,,
10 Mile,M,13,13y265d,2:1:40:00.000,2980,Takashi,Watanabe ,JPN,5/22/1982,,Karatsu JPN,2/11/1996,,,,,,,
10 Mile,M,15,15y347d,2:2:31,3031,Simon,Cheprot ,KEN,7/2/1993,,Manitou Springs CO USA,6/14/2009,,,,,,,
10 Mile,M,16,16y257d,1:22:07,2767,Tsegay,Tuemay Weldelibanos,ERI,12/20/1995,,Tilburg NED,9/2/2012,,,,,,,
10 Mile,M,17,17y354d,1:21:30,2730,Martin,Irungu Mathathi,KEN,12/25/1985,,Kosa JPN,12/14/2003,,,,,,,
10 Mile,M,18,18y352d,1:20:51,2691,Martin,Irungu Mathathi,KEN,12/25/1985,,Kosa JPN,12/12/2004,,,,,,,
10 Mile,M,19,19y31d,1:21:10,2710,Samuel,Wanjiru Kamau,KEN,11/10/1986,,Kosa JPN,12/11/2005,,,,,,,
10 Mile,M,20,20y350d,1:21:01,2701,Martin,Irungu Mathathi,KEN,12/25/1985,,Kosa JPN,12/10/2006,,,,,,,
10 Mile,M,21,21y145d,1:21:19,2719,Jeremiah,Karimi Thuku,KEN,7/7/1994,,Kosa JPN,11/29/2015,,,,,,,
10 Mile,M,22,22y58d,1:21:15,2715,Gideon,Ngatuny Lekumok,KEN,10/10/1986,,Kosa JPN,12/7/2008,,,,,,,
10 Mile,M,23,23y346d,1:20:52,2692,Martin,Irungu Mathathi,KEN,12/25/1985,,Kosa JPN,12/6/2009,,,,,,,
10 Mile,M,24,24y345d,1:20:59,2699,Martin,Irungu Mathathi,KEN,12/25/1985,,Kosa JPN,12/5/2010,,,,,,,
10 Mile,M,25,25y55d,1:21:20:00.000,2720,Julius,Maina Nderitu,KEN,10/14/1977,,Kosa JPN,12/8/2002,,,,,,,
10 Mile,M,26,26y220d,1:21:12:00.000,2712,Bernard,Koech Kiprop,KEN,1/31/1988,,Tilburg NED,9/7/2014,,,,,,,
10 Mile,M,27,27y219d,1:21:22,2722,Bernard,Koech Kiprop,KEN,1/31/1988,,Tilburg NED,9/6/2015,,,,,,,
10 Mile,M,28,28y12d,1:21:55,2755,Julius,Kiprotich Kogo,KEN,8/12/1985,,Flint MI USA,8/24/2013,,,,,,,
10 Mile,M,29,29y320d,1:21:37,2737,Ondoro,Osoro ,KEN,12/3/1967,,St Petersburg FL USA,10/18/1997,,,,,,,
10 Mile,M,30,30y187d,1:21:52,2752,Shinji,Kawashima ,JPN,6/4/1966,,Kosa JPN,12/8/1996,,,,,,,
10 Mile,M,31,31y274d,1:21:55,2755,Godfrey,Kiprotich Chirchir,KEN,11/23/1964,,Flint MI USA,8/24/1996,,,,,,,
10 Mile,M,32,32y139d,1:20:23,2663,Haile,Gebreselasie ,ETH,4/18/1973,,Tilburg NED,9/4/2005,,,,,,,
10 Mile,M,33,33y55d,1:22:29,2789,Richard,Nerurkar ,ENG,1/6/1964,,Woking ENG,3/2/1997,,,,,,,
10 Mile,M,34,34y118d,1:22:05:00.000,2765,John,Korir Kipsang,KEN,12/15/1975,Cherry Blossom 10 Mile,Washington DC USA,4/11/2010,,,,,,,
10 Mile,M,35,35y225d,1:22:10:00.000,2770,Simon,Karori ,KEN,8/28/1959,Cherry Blossom 10 Mile,Washington DC USA,4/9/1995,,,,,,,
10 Mile,M,36,36y128d,1:22:25,2785,John,Treacy ,IRL,6/4/1957,,Portsmouth ENG,10/10/1993,,,,,,,
10 Mile,M,37,37y61d,1:23:04,2824,Suehiro,Ishikawa ,JPN,9/27/1979,,Kosa JPN,11/27/2016,,,,,,,
10 Mile,M,38,38y165d,1:23:06,2826,Martin,Mondragon Avila,MEX,11/11/1953,,New York NY USA,4/25/1992,,,,,,,
10 Mile,M,39,39y356d,1:23:30,2850,Kenjiro,Jitsui ,JPN,12/16/1968,,Kosa JPN,12/7/2008,,,,,,,
10 Mile,M,40,40y30d,1:23,2820,Haile,Gebreselasie ,ETH,4/18/1973,,Bern SUI,5/18/2013,,,,,,,
10 Mile,M,41,41y200d,1:23:55,2875,John,Campbell ,NZL,2/6/1949,Crim 10 Mile,Flint MI USA,8/25/1990,,,,,,,
10 Mile,M,42,42y197d,1:23:57,2877,Masaaki,Kobayashi ,JPN,5/19/1970,,Kosa JPN,12/2/2012,,,,,,,
10 Mile,M,43,43y7d,1:23:26,2846,Jackson,Kipngok Yegon,KEN,8/16/1960,,Flint MI USA,8/23/2003,,,,,,,
10 Mile,M,44,44y2d,2:1:23,2963,Martin,Rees ,WAL,2/28/1953,,Woking ENG,3/2/1997,,,,,,,
10 Mile,M,45,45y162d,2:1:03:00.000,2943,Kevin,Castille ,USA,3/17/1972,Crim 10 Mile,Flint MI USA,8/26/2017,,,,,,,
10 Mile,M,46,46y203d,2:2:05:00.000,3005,Martin,Rees ,WAL,2/28/1953,,Portsmouth ENG,9/19/1999,,,,,,,
10 Mile,M,47,47y173d,2:3:28,3088,Martin,Rees ,WAL,2/28/1953,,Sandiacre ENG,8/20/2000,,,,,,,
10 Mile,M,48,48y350d,2:4:55,3175,Michael,Hager ,ENG,9/6/1950,,Sandiacre ENG,8/22/1999,,,,,,,
10 Mile,M,49,49y255d,2:3:01,3061,Martin,Rees ,WAL,2/28/1953,,Llandudno WAL,11/10/2002,,,,,,,
10 Mile,M,50,50y30d,2:2:43,3043,Martin,Rees ,WAL,2/28/1953,,Woking ENG,3/30/2003,,,,,,,
10 Mile,M,51,51y2d,2:4:23,3143,Ronald,Grove ,ENG,6/30/1938,,March ENG,7/2/1989,,,,,,,
10 Mile,M,52,52y357d,2:5:03,3183,Stephen,James ,ENG,3/10/1938,,Inglemire ENG,3/2/1991,,,,,,,
10 Mile,M,53,53y341d,2:3:45,3105,Martin,Rees ,WAL,2/28/1953,,Pontypridd WAL,2/4/2007,,,,,,,
10 Mile,M,54,54y340d,2:6:06:00.000,3246,Martin,Rees ,WAL,2/28/1953,,Pontypridd WAL,2/3/2008,,,,,,,
10 Mile,M,55,55y233d,2:5:21:00.000,3201,Martin,Rees ,WAL,2/28/1953,,Twickenham ENG,10/19/2008,,,,,,,
10 Mile,M,56,56y279d,2:6:40,3280,Norman,Green ,USA,6/27/1932,Cherry Blossom 10 Mile,Washington DC USA,4/2/1989,,,,,,,
10 Mile,M,57,57y278d,2:6:53,3293,Norman,Green ,USA,6/27/1932,Cherry Blossom 10 Mile,Washington DC USA,4/1/1990,,,,,,,
10 Mile,M,58,58y320d,2:10:48:00.000,3528,John,Exley ,ENG,11/16/1947,,Lytham Saint Annes ENG,10/1/2006,,,,,,,
10 Mile,M,59,59y354d,2:7:47,3347,Martin,Rees ,WAL,2/28/1953,,Llanelli WAL,2/17/2013,,,,,,,
10 Mile,M,60,60y234d,2:7:02,3302,Martin,Rees ,WAL,2/28/1953,,Twickenham ENG,10/20/2013,,,,,,,
10 Mile,M,61,61y51d,2:7:27,3327,Martin,Rees ,WAL,2/28/1953,,Lampeter WAL,4/20/2014,,,,,,,
10 Mile,M,62,62y36d,2:7:54,3354,Martin,Rees ,WAL,2/28/1953,,Lampeter WAL,4/5/2015,,,,,,,
10 Mile,M,63,63y28d,2:8:14,3374,Martin,Rees ,WAL,2/28/1953,,Lampeter WAL,3/27/2016,,,,,,,
10 Mile,M,64,64y295d,1:00:09,3609,Ed,Whitlock ,CAN,3/6/1931,,Hamilton ON CAN,12/26/1995,,,,,,,
10 Mile,M,65,65y314d,1:02:46,3766,Peter,Mullin ,USA,11/29/1950,,Houston TX USA,10/9/2016,,,,,,,
10 Mile,M,66,66y149d,1:02:00,3720,Ed,Whitlock ,CAN,3/6/1931,,Hamilton ON CAN,8/2/1997,,,,,,,
10 Mile,M,67,67y169d,1:01:26,3686,Ed,Whitlock ,CAN,3/6/1931,Crim 10 Mile,Flint MI USA,8/22/1998,,,,,,,
10 Mile,M,68,68y85d,1:00:11,3611,Ed,Whitlock ,CAN,3/6/1931,,Toronto ON CAN,5/30/1999,,,,,,,
10 Mile,M,69,69y71d,1:02:07,3727,Warren,Utes ,USA,6/25/1920,Park Forest Scenic 10 ,Park Forest IL USA,9/4/1989,,,,,,,
10 Mile,M,70,70y38d,1:02:19,3739,Ed,Whitlock ,CAN,3/6/1931,,Burlington ON CAN,4/13/2001,,,,,,,
10 Mile,M,71,71y230d,1:05:27,3927,Joop,Ruter ,NED,4/19/1933,,Brielle NED,12/5/2004,,,,,,,
10 Mile,M,72,72y170d,1:02:25,3745,Ed,Whitlock ,CAN,3/6/1931,Crim 10 Mile,Flint MI USA,8/23/2003,,,,,,,
10 Mile,M,73,73y182d,1:09:00,4140,Doug,Goodhue ,USA,2/21/1942,Crim 10 Mile,Flint MI USA,8/22/2015,,,,,,,
10 Mile,M,74,74y72d,1:06:56,4016,Warren,Utes ,USA,6/25/1920,Park Forest Scenic 10 ,Park Forest IL USA,9/5/1994,RRIC & Andy Carr,,,,,,
10 Mile,M,75,75y71d,1:06:27,3987,Warren,Utes ,USA,6/25/1920,Park Forest Scenic 10 ,Park Forest IL USA,9/4/1995,,,,,,,
10 Mile,M,76,76y69d,1:09:40,4180,Warren,Utes ,USA,6/25/1920,Park Forest Scenic 10 ,Park Forest IL USA,9/2/1996,,,,,,,
10 Mile,M,77,77y68d,1:09:56,4196,Warren,Utes ,USA,6/25/1920,Park Forest Scenic 10 ,Park Forest IL USA,9/1/1997,,,,,,,
10 Mile,M,78,78y58d,1:11:39,4299,Warren,Utes ,USA,6/25/1920,Crim 10 Mile,Flint MI USA,8/22/1998,,,,,,,
10 Mile,M,79,79y73d,1:12:36,4356,Warren,Utes ,USA,6/25/1920,Park Forest Scenic 10 ,Park Forest IL USA,9/6/1999,,,,,,,
10 Mile,M,80,80y71d,1:14:57,4497,Warren,Utes ,USA,6/25/1920,Park Forest Scenic 10 ,Park Forest IL USA,9/4/2000,,,,,,,
10 Mile,M,81,81y265d,1:13:23,4403,Ed,Benham,USA,7/12/07,Cherry Blossom 10 Mile,Washington DC USA,4/2/1989,RRIC & Andy Carr,,,,,,
10 Mile,M,82,82y264d,1:20:56,4856,Ed,Benham,USA,7/12/07,Cherry Blossom 10 Mile,Washington DC USA,4/1/1990,RRIC & Andy Carr,,,,,,
10 Mile,M,83,83y270d,1:22:25,4945,Ed,Benham,USA,7/12/07,Cherry Blossom 10 Mile,Washington DC USA,4/7/1991,RRIC & Andy Carr,,,,,,
10 Mile,M,84,84y44d,1:23:11,4991,Ed,Benham,USA,7/12/07,Annapolis Run,"Annapolis, MD",8/25/1991,RRIC & Andy Carr,,,,,,
10 Mile,M,85,85y37d,1:35:10,5710,Louis,Lodovico ,USA,2/28/1924,Cherry Blossom 10 Mile,Washington DC USA,4/5/2009,,,,,,,
10 Mile,M,86,86y203d,1:51:04,6664,Jerry,Johncock ,USA,2/2/1928,Crim 10 Mile,Flint MI USA,8/23/2014,,,,,,,
10 Mile,M,87,87y202d,1:52:29,6749,Jerry,Johncock ,USA,2/2/1928,Crim 10 Mile,Flint MI USA,8/22/2015,MI13030SH,,,,,,
10 Mile,M,90,90y305d,2:35:52,9352,James,Ramsey,USA,10/22/1907,Crim 10 Mile,Flint MI USA,8/22/1998,RRIC & Andy Carr,,,,,,
10 Mile,M,91,91y311d,3:00:08,10808,James,Ramsey,USA,10/22/1907,Crim 10 Mile,Flint MI USA,8/28/1999,Andy Carr,,,,,,
10 Mile,M,92,92y309d,3:17:08,11828,James,Ramsey,USA,10/22/1907,Crim 10 Mile,Flint MI USA,8/26/2000,Andy Carr,,,,,,
10 Mile,M,93,93y308d,3:13:03,11583,James,Ramsey,USA,10/22/1907,Crim 10 Mile,Flint MI USA,8/25/2001,Andy Carr,,,,,,
20 km,M,8,8y163d,1:44:38,6278,Jason,Parks,USA,3/7/06,,Leesburg VA USA,8/17/14,,,,,,,
20 km,M,14,14y198d,1:12:07,4327,Mitch,Kingery,USA,7/3/56,,Portola Valley CA USA,1/17/71,,,,,,,
20 km,M,15,15y273d,1:00:30,3630,Juma,Ninga,TAN,11/12/74,,Plovdiv BUL,8/12/90,,,,,,,
20 km,M,16,16y330d,1:01:01,3661,Taiki,Hakamazuka,JPN,11/21/87,,Tachikawa JPN,10/16/04,,,,,,,
20 km,M,17,17y140d,58:20,3500,Faustin,Baha Sulle,TAN,5/30/82,,Paris FRA,10/17/99,,,,,,,
20 km,M,18,18y301d,57:22,3442,Mekubo,Mogusu Job,KEN,12/25/86,,Tachikawa JPN,10/22/05,,,,,,,
20 km,M,19,19y280d,58:00,3480,Daniel,Muiva Kitonyi,KEN,1/12/94,,Tachikawa JPN,10/19/13,,,,,,,
20 km,M,20,20y299d,57:01,3421,Mekubo,Mogusu Job,KEN,12/25/86,,Tachikawa JPN,10/20/07,,,,,,,
20 km,M,21,21y121d,57:22,3442,Wilfred,Taragon Kipkoech,KEN,6/9/85,,Debrecen HUN,10/8/06,,,,,,,
20 km,M,22,22y173d,56:01,3361,James,Ndirangu Mwangi,KEN,3/29/94,,Copenhagen DEN,9/18/16,,,,,,,
20 km,M,23,23y124d,56:05,3365,Geoffrey,Kipsang Kamworor,KEN,11/22/92,,Cardiff WAL,3/26/16,,,,,,,
20 km,M,24,24y242d,56:01,3361,Zersenay,Tadese,ERI,2/8/82,,Debrecen HUN,10/8/06,,,,,,,
20 km,M,25,25y217d,56:13,3373,Bitan,Karoki Muchiri,KEN,8/21/90,,Cardiff WAL,3/26/16,,,,,,,
20 km,M,26,26y28d,56:23,3383,Bitan,Karoki Muchiri,KEN,8/21/90,,Copenhagen DEN,9/18/16,,,,,,,
20 km,M,27,27y297d,57:38,3458,Robert,Cheruiyot Kiprotich,KEN,12/20/74,,Paris FRA,10/13/02,,,,,,,
20 km,M,28,28y143d,56:54,3414,Abayneh,Ayele Woldegiorgis,ETH,11/4/87,,Cardiff WAL,3/26/16,,,,,,,
20 km,M,29,29y313d,56:26,3386,Steven,Kibet Kosgei,KEN,11/9/86,,Copenhagen DEN,9/18/16,,,,,,,
20 km,M,30,30y3d,57:42,3462,Girma,Tola,ETH,10/13/75,,Paris FRA,10/16/05,,,,,,,
20 km,M,31,31y357d,57:54,3474,Salah,Hissou,MAR,3/16/72,,Alphen aan den Rijn NED,3/7/04,,,,,,,
20 km,M,32,32y309d,58:23,3503,Worku,Bikila,ETH,5/6/68,,Alphen aan den Rijn NED,3/11/01,,,,,,,
20 km,M,33,33y3d,56:55,3415,Mohamed,Farah,ENG,3/23/83,,Cardiff WAL,3/26/16,,,,,,,
20 km,M,34,34y237d,58:28,3508,Gilbert,Rutto,KEN,1/10/61,,New Haven CT USA,9/4/95,,,,,,,
20 km,M,35,35y121d,56:27,3387,Gilbert,Masai,KEN,5/20/81,,Copenhagen DEN,9/18/16,,,,,,,
20 km,M,36,36y102d,58:42,3522,Abdellah,Behar,FRA,7/7/63,,Paris FRA,10/17/99,,,,,,,
20 km,M,37,37y109d,59:07,3547,Domingos,Castro,POR,11/22/63,,Alphen aan den Rijn NED,3/11/01,,,,,,,
20 km,M,38,38y112d,59:03,3543,Paulo,Catarino,POR,9/30/63,,Almeirim POR,1/20/02,,,,,,,
20 km,M,39,39y16d,59:17,3557,Brahim,Lahlafi,MAR,4/15/68,,Maroilles FRA,5/1/07,,,,,,,
20 km,M,40,40y145d,59:43,3583,Meb,Keflezighi,USA,5/5/75,Rock 'n' Roll Half Marathon San Jose (20K  split),"San Jose, CA",9/27/15,M40-44 AR,,,,,,
20 km,M,41,41y207d,1:02:56,3776,Theo,Vanden Abeel,BEL,8/15/60,,Alphen aan den Rijn NED,3/10/02,,,,,,,
20 km,M,42,42y208d,1:02:42,3762,Diego-Alberto,Colorado,COL,8/31/73,,Cardiff WAL,3/26/16,,,,,,,
20 km,M,43,48y247d,1:05:39,3939,Paul,Thompson,USA,12/28/65,New Haven 20K,"New Haven, CT",9/1/14,CT01017DR,,,,,,
20 km,M,44,44y259d,1:03:07,3787,Bill,Rodgers,USA,12/23/47,,New Haven CT USA,9/7/92,,,,,,,
20 km,M,45,45y192d,1:02:17,3737,Michael,Hurd,ENG,12/19/45,,Hardelot FRA,6/29/91,,,,,,,
20 km,M,46,46y289d,1:05:05,3905,David,Chawane,RSA,9/17/59,,East London RSA,7/2/06,,,,,,,
20 km,M,47,47y104d,1:06:38,3998,Sal,Vasquez,USA,12/15/39,,"El Cajon, CA",3/28/87,RRIC,,,,,,
20 km,M,48,48y205d,1:07:47,4067,Theo,Vanden Abeel,BEL,8/15/60,,Alphen aan den Rijn NED,3/8/09,,,,,,,
20 km,M,49,80y278d,1:06:05,3965,Hal,Higdon,USA,,Brooks Masters,"Chesterton, IN",10/4/80,RRIC,,,,,,
20 km,M,50,50y336d,1:05:50,3950,Norm,Green,USA,6/27/32,,Washington DC USA,5/29/83,,,,,,,
20 km,M,51,51y297d,1:06:01,3961,Hal,Higdon,USA,6/17/31,Pear Blossom,"Medford, OR",4/9/83,RRIC,,,,,,
20 km,M,52,52y70d,1:07:14,4034,Ray,Hatton,USA,2/4/32,Pear Blossom,"Medford, OR",4/14/84,RRIC & Andy Carr,,,,,,
20 km,M,52,52y335d,1:09:50,4190,Philippe,Remond,FRA,11/9/63,,Paris FRA,10/9/16,,,,,,,
20 km,M,53,52y70d,1:11:11,0,Ray,Hatton,USA,2/4/32,Pear Blossom,"Medford, OR",4/14/84,RRIC & Andy Carr,,,,,,
20 km,M,54,54y123d,1:08:33,4113,Alain,Mimoun,FRA,1/1/21,,Draveil FRA,5/4/75,,,,,,,
20 km,M,55,52y70d,1:09:23,4163,Ray,Hatton,USA,2/4/32,Pear Blossom,"Medford, OR",4/14/84,RRIC & Andy Carr,,,,,,
20 km,M,56,56y285d,1:08:07,4087,Norm,Green,USA,6/27/32,,Medford OR USA,4/8/89,,,,,,,
20 km,M,57,57y299d,1:11:14,4274,Norm,Green,USA,6/27/32,Penn Relays Distance Classic,"Philadelphia, PA",04/22/1990,RRIC & Andy Carr,,,,,,
20 km,M,58,58y302d,1:13:57,4437,Johnny,Kelley,USA,9/6/07,,Needham MA USA,7/4/66,,,,,,,
20 km,M,59,59y311d,1:16:39,4599,Johnny,Dugdale,USA,10/29/34,New Haven 20K,"New Haven, CT",9/5/94,RRIC & Andy Carr,,,,,,
20 km,M,60,60y216d,1:12:36,4356,Doug,Winn,USA,2/2/50,New Haven 20K,"New Haven, CT",9/6/10,,,,,,,
20 km,M,61,61y14d,1:17:35,4655,Norman,Eastman,USA,5/9/31,,MI,5/23/92,RRIC & Andy Carr,,,,,,
20 km,M,62,62y187d,1:16:55,4615,Hubert,Morgan,USA,3/20/22,Wyoming Valley Striders,"Wilkes-Barre, PA",9/23/84,RRIC & Andy Carr,,,,,,
20 km,M,63,63y52d,1:20:48,4848,Gerald,Horton,USA,12/12/22,Barber's Point RRCA Champ,"Honolulu, HI",2/2/86,RRIC & Andy Carr,,,,,,
20 km,M,64,64y229d,1:18:52,4732,Don,Longennecker,USA,3/25/16,,Tucson AZ USA,11/9/80,,,,,,,
20 km,M,65,65y261d,1:19:33,4773,Monty,Montgomery,USA,7/14/06,,Los Angeles CA USA,4/1/72,,,,,,,
20 km,M,66,66y123d,1:20:53,4853,Norman,Bright,USA,1/19/10,National Masters,"Washington, DC",05/22/1976,RRIC & Andy Carr,,,,,,
20 km,M,67,67y207d,1:13:25,4405,Patrick,Roussel,FRA,3/19/47,,Paris FRA,10/12/14,,,,,,,
20 km,M,68,68y197d,1:20:05,4805,Doug,Goodhue,USA,2/21/42,New Haven 20K,"New Haven, CT",9/6/10,CT01017DR,,,,,,
20 km,M,69,69y360d,1:25:02,5102,Paul,Reese,USA,4/17/17,Pear Blossom,"Medford, OR",4/12/87,RRIC & Andy Carr,,,,,,
20 km,M,70,85y365d,1:20:11,4811,Warren,Utes,USA,7/12/07,Chicago Distance Classic,"Chicago, IL",07/11/1993,RRIC,,,,,,
20 km,M,71,71y35d,1:26:27,5187,Ron,Legg,USA,8/20/45,Akron Half Marathon (20K split),"Akron, OH",09/24/2016,Andy Carr,,,,,,
20 km,M,72,85y0d,1:23:15,4995,Warren,Utes,USA,7/12/07,Chicago Distance Classic,"Chicago, IL",07/12/1992,RRIC & Andy Carr,,,,,,
20 km,M,73,85y365d,1:25:30,5130,Warren,Utes,USA,7/12/07,Chicago Distance Classic,"Chicago, IL",07/11/1993,RRIC & Andy Carr,,,,,,
20 km,M,74,74y133d,1:29:28,5368,Doug,Goodhue,USA,2/21/42,Volkslaufe 20K,"Frankenmuth, MI",07/04/2016,MI16002SH,,,,,,
20 km,M,75,87y363d,1:23:15,4995,Warren,Utes,USA,7/12/07,Chicago Distance Classic,"Chicago, IL",07/09/1995,RRIC & Andy Carr,,,,,,
20 km,M,76,76y194d,1:37:05,5825,Ed,Benham,USA,7/12/07,Snowball Derby #5,Washington DC USA,01/22/1984,RRIC & Andy Carr,,,,,,
20 km,M,77,77y319d,1:32:14,5534,Ed,Benham,USA,7/12/07,TAC Masters,Washington DC USA,05/26/1985,RRIC & Andy Carr,,,,,,
20 km,M,78,78y137d,1:43:35,6215,Dudley,Healy,USA,4/23/14,New Haven 20K,"New Haven, CT",09/07/1992,RRIC & Andy Carr,,,,,,
20 km,M,79,79y154d,1:50:10,6610,Ed,Vuolo,USA,4/3/16,New Haven 20K,"New Haven, CT",09/04/1995,RRIC & Andy Carr,,,,,,
20 km,M,80,80y125d,1:36:40,5800,John,Keston,USA,12/5/24,Fetzer Memorial,"Rochester, MN",04/09/2005,Andy Carr,,,,,,
20 km,M,81,81y271d,1:33:56,5636,Ed,Benham,USA,7/12/07,,Medford OR USA,04/08/1989,,,,,,,
20 km,M,82,82y257d,1:48:41,6521,Geoffrey,Etherington,USA,12/22/28,New Haven 20K,"New Haven, CT",9/5/11,CT01017DR,,,,,,
20 km,M,83,83y255d,1:50:09,6609,Geoffrey,Etherington,USA,12/22/28,New Haven 20K,"New Haven, CT",9/3/12,CT12032JHP,,,,,,
20 km,M,84,,2:58:53,10733,George,Whitney,USA,,New Haven 20K,"New Haven, CT",9/1/03,,,,,,,
20 km,M,85,85y7d,2:07:49,7669,Paul,Spangler,USA,3/18/1899,Capitol City Classic,"Sacramento, CA",3/25/84,RRIC & Andy Carr,,,,,,
20 km,M,86,,2:56:32,10592,Earl,Bailey,USA,,TAC Masters,Washington,05/26/1985,RRIC & Andy Carr,,,,,,
20 km,M,88,88y354d,2:48:06,10086,Paul,Spangler,USA,3/18/1899,South Bay,"Los Osos, CA",3/6/88,RRIC & Andy Carr,,,,,,
H Mar,M,5,5y320d,3:02:58,10978,Matthew,Feibush,USA,6/19/2007,,Irvine CA USA,5/4/2013,,,,,,,
H Mar,M,6,6y89d,2:06:51,7611,Charlie,Westrip,USA,8/15/2010,,Huntsville AL USA,11/12/2016,,,,,,,
H Mar,M,7,7y332d,1:43:36,6216,Jaden,Merrick ,USA,10/16/2007,,Waterloo IA USA,9/12/2015,,,,,,,
H Mar,M,8,8y324d,1:38:22,5902,Grattan,O'Neill ,USA,2/26/2007,,Elkmont AL USA,1/16/2016,,,,,,,
H Mar,M,9,9y269d,1:28:42,5322,Nathaniel,Lee ,USA,1/19/2008,,Norwalk CT USA,10/14/2017,,,,,,,
H Mar,M,10,10y230d,1:25:41,5141,Jerome-Dino,Daniels ,USA,3/4/1974,,Hayward CA USA,10/20/1984,,,,,,,
H Mar,M,11,11y257d,1:23:58,5038,Ayden,Buchanan ,USA,2/21/2006,,Valencia CA USA,11/5/2017,,,,,,,
H Mar,M,12,12y133d,1:19:26,4766,Wesley,Paul ,USA,1/25/1969,,Kansas City MO USA,6/7/1981,,,,,,,
H Mar,M,13,13y81d,1:18:53,4733,Jacob,Bragg ,AUS,5/15/2000,,Brisbane AUS,8/4/2013,,,,,,,
H Mar,M,14,14y354d,1:13:18,4398,Jeff,Taylor ,USA,10/1/1966,,Philadelphia PA USA,9/20/1981,,,,,,,
H Mar,M,15,15y101d,1:02:44,3764,Alene,Emere Reta,ETH,6/25/1982,,Kosice SVK,10/4/1997,,,,,,,
H Mar,M,16,16y316d,1:00:45,3645,Faustin,Baha Sulle,TAN,5/30/1982,,Vitry-sur-Seine FRA,4/11/1999,,,,,,,
H Mar,M,17,17y76d,59:57,3597,Eric,Ndiema ,KEN,12/28/1992,,Den Haag NED,3/14/2010,,,,,,,
H Mar,M,18,18y305d,59:16,3556,Samuel,Wanjiru Kamau,KEN,11/10/1986,,Rotterdam NED,9/11/2005,,,,,,,
H Mar,M,19,19y281d,58:48,3528,Jorum,Lumbasi Okombo,KEN,12/10/1997,,Copenhagen DEN,9/17/2017,,,,,,,
H Mar,M,20,20y127d,58:33,3513,Samuel,Wanjiru Kamau,KEN,11/10/1986,,Den Haag NED,3/17/2007,,,,,,,
H Mar,M,21,21y139d,58:44,3524,Abadi,Hadis,ETH,6/11/1997,Medio Maratón Valencia Trinidad Alfonso EDP,Valencia ESP,10/28/2018,,,,,,,
H Mar,M,22,22y47d,58:33,3513,Jemal,Yimer,ETH,9/11/1996,Medio Maratón Valencia Trinidad Alfonso EDP,Valencia ESP,10/28/2018,,,,,,,
H Mar,M,23,23y355d,58:52,3532,Patrick,Makau Musyoki,KEN,3/2/1985,,Ras Al Khaimah UAE,2/20/2009,,,,,,,
H Mar,M,24,24y341d,58:40,3520,Abraham,Cheroben Naibei,BRN,10/11/1992,,Copenhagen DEN,9/17/2017,,,,,,,
H Mar,M,25,25y122d,58:54,3534,Steven,Kibet Kosgei,KEN,11/9/1986,,Den Haag NED,3/11/2012,,,,,,,
H Mar,M,26,26y291d,58:01,3481,Geoffery,Kamworor,KEN,11/28/1992,Copenhagen Half-Marathon ,Copenhagen DEN,9/15/2019,,,,,,,
H Mar,M,27,27y345d,59:07,3547,Paul,Kosgei Malakwen,KEN,4/22/1978,,Berlin GER,4/2/2006,,,,,,,
H Mar,M,28,28y41d,58:23,3503,Zersenay,Tadese ,ERI,2/8/1982,,Lisbon POR,3/21/2010,,,,,,,
H Mar,M,29,29y43d,58:18,3498,Abraham,Kiptum,KEN,9/15/1989,Medio Maratón Valencia Trinidad Alfonso EDP,Valencia ESP,10/28/2018,,,,,,,
H Mar,M,30,30y78d,59:01,3541,Kenneth,Kiprop Kipkemoi,KEN,8/2/1984,,Valencia ESP,10/19/2014,,,,,,,
H Mar,M,31,31y131d,58:58,3538,Geoffrey,Mutai Kiprono,KEN,10/7/1981,,Ras Al Khaimah UAE,2/15/2013,,,,,,,
H Mar,M,32,32y356d,59:28,3568,Alexander,Korio Oloitiptip,KEN,9/22/1982,,Copenhagen DEN,9/13/2015,,,,,,,
H Mar,M,33,33y294d,59:24,3564,Zersenay,Tadese ,ERI,2/8/1982,,New Delhi IND,11/29/2015,,,,,,,
H Mar,M,34,34y333d,59:15,3555,Haile,Gebreselasie ,ETH,4/18/1973,,Lisbon POR,3/16/2008,,,,,,,
H Mar,M,35,35y121d,59:31,3571,Gilbert,Masai ,KEN,5/20/1981,,Copenhagen DEN,9/18/2016,,,,,,,
H Mar,M,36,36y304d,59:59,3599,Jaouad,Gharib ,MAR,5/22/1972,,Lisbon POR,3/22/2009,,,,,,,
H Mar,M,37,37y364d,1:00:18,3618,Haile,Gebreselasie ,ETH,4/18/1973,,Vienna AUT,4/17/2011,,,,,,,
H Mar,M,38,38y362d,1:00:52,3652,Haile,Gebreselasie ,ETH,4/18/1973,,Vienna AUT,4/15/2012,,,,,,,
H Mar,M,39,39y361d,1:01:14,3674,Haile,Gebreselasie ,ETH,4/18/1973,,Vienna AUT,4/14/2013,,,,,,,
H Mar,M,40,40y171d,1:01:09,3669,Haile,Gebreselasie ,ETH,4/18/1973,,Glasgow SCO,10/6/2013,,,,,,,
